,1a. open (GBP),1b. open (USD),2a. high (GBP),2b. high (USD),3a. low (GBP),3b. low (USD),4a. close (GBP),4b. close (USD),5. volume,6. market cap (USD)
20/04/2022,32725.67895,41493.19,33282.3513,42199,32194.734,40820,32619.20445,41358.19,40877.35041,40877.35041
19/04/2022,32179.85123,40801.13,32936.112,41760,31998.3477,40571,32725.67107,41493.18,35788.85843,35788.85843
18/04/2022,31294.12536,39678.11,32428.76495,41116.73,30393.74544,38536.51,32179.85123,40801.13,54243.49575,54243.49575
17/04/2022,31846.68069,40378.7,32017.80493,40595.67,31190.06428,39546.17,31294.13324,39678.12,19988.49259,19988.49259
16/04/2022,31983.28353,40551.9,32107.46435,40709.35,31541.33549,39991.55,31846.68858,40378.71,15805.44718,15805.44718
15/04/2022,31502.54722,39942.37,32234.45293,40870.36,31363.75968,39766.4,31983.28353,40551.9,24026.35739,24026.35739
14/04/2022,32453.25409,41147.78,32731.05,41500,31194.61508,39551.94,31502.55511,39942.38,36807.01401,36807.01401
13/04/2022,31607.11307,40074.95,32779.4052,41561.31,31223.4815,39588.54,32453.26197,41147.79,41342.27254,41342.27254
12/04/2022,31177.66592,39530.45,32099.3013,40699,30960.12668,39254.63,31607.10518,40074.94,57751.01778,57751.01778
11/04/2022,33250.685,42158.85,33452.48178,42414.71,30917.04,39200,31177.66592,39530.45,63560.44721,63560.44721
10/04/2022,33720.04825,42753.96,34237.70361,43410.3,33021.2916,41868,33250.685,42158.85,22771.09403,22771.09403
09/04/2022,33324.16817,42252.02,33756.36,42800,33224.36608,42125.48,33720.05614,42753.97,17891.66047,17891.66047
08/04/2022,34264.44054,43444.2,34679.62799,43970.62,33209.90132,42107.14,33324.16029,42252.01,42375.04203,42375.04203
07/04/2022,34048.54969,43170.47,34624.71081,43900.99,33699.06095,42727.35,34264.43265,43444.19,37396.54156,37396.54156
06/04/2022,35883.9098,45497.54,35891.48132,45507.14,34009.5327,43121,34048.54969,43170.47,60849.32936,60849.32936
05/04/2022,36738.04035,46580.5,37226.64,47200,35770.54995,45353.81,35883.91769,45497.55,42192.74852,42192.74852
04/04/2022,36601.48483,46407.36,36982.70298,46890.71,35584.5666,45118,36738.04824,46580.51,44641.87514,44641.87514
03/04/2022,36131.12781,45810.99,37419.16956,47444.11,35910.2366,45530.92,36601.47695,46407.35,33394.67794,33394.67794
02/04/2022,36503.78856,46283.49,37236.8931,47213,35980.494,45620,36131.1357,45811,37073.53582,37073.53582
01/04/2022,35894.01305,45510.35,36848.13498,46720.09,34860.54,44200,36503.78856,46283.49,56271.06474,56271.06474
31/03/2022,37122.52371,47067.99,37542.12,47600,35649.24,45200,35894.00516,45510.34,48645.12667,48645.12667
30/03/2022,37411.81887,47434.79,37621.16351,47700.22,36631.50275,46445.42,37122.52371,47067.99,40947.2085,40947.2085
29/03/2022,37165.28703,47122.21,37933.68589,48096.47,37030.1354,46950.85,37411.82676,47434.8,36772.28457,36772.28457
28/03/2022,36933.05431,46827.76,38007.32681,48189.84,36803.54977,46663.56,37165.28703,47122.21,58949.2614,58949.2614
27/03/2022,35106.03865,44511.27,37068.1113,46999,35035.2055,44421.46,36933.05431,46827.76,41874.91071,41874.91071
26/03/2022,34949.78929,44313.16,35328.23121,44792.99,34759.56274,44071.97,35106.03865,44511.27,23041.61741,23041.61741
25/03/2022,34696.0645,43991.46,35565.74822,45094.14,34370.7573,43579,34949.78929,44313.16,54614.43648,54614.43648
24/03/2022,33821.63281,42882.76,34877.01594,44220.89,33567.4348,42560.46,34696.0645,43991.46,56195.12374,56195.12374
23/03/2022,33412.58933,42364.13,33934.57465,43025.96,32929.38439,41751.47,33821.63281,42882.76,40828.87039,40828.87039
22/03/2022,32338.48246,41002.26,34198.8207,43361,32238.51474,40875.51,33412.58933,42364.13,59454.94294,59454.94294
21/03/2022,32543.42616,41262.11,32765.92631,41544.22,31917.06428,40467.94,32338.47458,41002.25,39426.24877,39426.24877
20/03/2022,33284.03123,42201.13,33359.06026,42296.26,32266.5057,40911,32543.42616,41262.11,30653.33468,30653.33468
19/03/2022,32934.14814,41757.51,33440.88,42400,32730.49002,41499.29,33284.03123,42201.13,29067.18108,29067.18108
18/03/2022,32271.93984,40917.89,33381.74327,42325.02,31654.50605,40135.04,32934.14814,41757.51,45408.00969,45408.00969
17/03/2022,32426.61969,41114.01,32714.34533,41478.82,31942.35,40500,32271.94773,40917.9,37189.38087,37189.38087
16/03/2022,30980.39627,39280.33,32902.9866,41718,30624.02218,38828.48,32426.6118,41114,88120.76167,88120.76167
15/03/2022,31288.80952,39671.37,31459.35801,39887.61,30048.15287,38098.33,30980.39627,39280.33,46015.54926,46015.54926
14/03/2022,29794.99595,37777.35,31506.29354,39947.12,29619.6285,37555,31288.80952,39671.37,46945.45375,46945.45375
13/03/2022,30607.35695,38807.35,31003.797,39310,29638.17084,37578.51,29794.98806,37777.34,32791.82359,32791.82359
12/03/2022,30546.01186,38729.57,31143.16818,39486.71,30491.55212,38660.52,30607.36483,38807.36,24034.36432,24034.36432
11/03/2022,31092.13929,39422.01,31734.33826,40236.26,30146.95332,38223.6,30546.01186,38729.57,59018.7642,59018.7642
10/03/2022,33079.41879,41941.7,33156.65618,42039.63,30396.28505,38539.73,31092.1314,39422,71962.93154,71962.93154
09/03/2022,30546.84788,38730.63,33593.93512,42594.06,30488.34212,38656.45,33079.42668,41941.71,67392.58799,67392.58799
08/03/2022,29961.14349,37988.01,31044.8725,39362.08,29866.21556,37867.65,30546.84788,38730.63,55583.06638,55583.06638
07/03/2022,30302.48496,38420.8,31191.16846,39547.57,29304.1485,37155,29961.1356,37988,63994.11559,63994.11559
06/03/2022,31073.17894,39397.97,31306.55527,39693.87,30040.45516,38088.57,30302.49285,38420.81,39677.26158,39677.26158
05/03/2022,30876.54026,39148.65,31242.96239,39613.24,30292.06623,38407.59,31073.17105,39397.96,30363.13341,30363.13341
04/03/2022,33483.4698,42454,33541.28151,42527.3,30404.385,38550,30876.54814,39148.66,61964.68498,61964.68498
03/03/2022,34618.40121,43892.99,34782.55334,44101.12,32993.11924,41832.28,33483.4698,42454,50940.61021,50940.61021
02/03/2022,35035.00044,44421.2,35806.98,45400,34177.59678,43334.09,34618.39333,43892.98,57782.65081,57782.65081
01/03/2022,34040.292,43160,35451.2763,44949,33764.23123,42809.98,35035.00044,44421.2,61743.09873,61743.09873
28/02/2022,29733.2644,37699.08,34880.92001,44225.84,29536.94908,37450.17,34040.292,43160,73945.63858,73945.63858
27/02/2022,30851.36495,39116.73,31434.19059,39855.7,29181.9,37000,29733.25651,37699.07,46229.44719,46229.44719
26/02/2022,30932.15149,39219.16,31822.82252,40348.45,30422.66707,38573.18,30851.35706,39116.72,29361.2568,29361.2568
25/02/2022,30229.82992,38328.68,31298.40011,39683.53,29981.93362,38014.37,30932.15938,39219.17,56574.57125,56574.57125
24/02/2022,29379.09077,37250.02,31424.1741,39843,27069.98224,34322.28,30228.67053,38327.21,120476.2946,120476.2946
23/02/2022,30152.26127,38230.33,30956.41979,39249.93,29210.91627,37036.79,29379.08289,37250.01,43560.732,43560.732
22/02/2022,29188.33579,37008.16,30308.9523,38429,28669.245,36350,30152.26127,38230.33,53785.94589,53785.94589
21/02/2022,30275.74014,38386.89,31149.19385,39494.35,29024.16,36800,29188.33579,37008.16,62347.68496,62347.68496
20/02/2022,31610.44138,40079.17,31646.93453,40125.44,29970.6,38000,30275.74014,38386.89,33439.29011,33439.29011
19/02/2022,31527.84872,39974.45,31898.43518,40444.32,31263.30296,39639.03,31610.44138,40079.17,18042.0551,18042.0551
18/02/2022,31954.74048,40515.71,32305.05736,40959.88,31114.215,39450,31527.84083,39974.44,43845.92241,43845.92241
17/02/2022,34603.07677,43873.56,34832.70678,44164.71,31605.74073,40073.21,31954.73259,40515.7,47245.99494,47245.99494
16/02/2022,35132.5232,44544.85,35136.56134,44549.97,34156.2309,43307,34603.07677,43873.56,28471.8727,28471.8727
15/02/2022,33548.09588,42535.94,35295.42918,44751.4,33462.19856,42427.03,35132.53108,44544.86,38095.19576,38095.19576
14/02/2022,33167.71376,42053.65,33789.80088,42842.4,32770.92667,41550.56,33548.09588,42535.94,34010.1306,34010.1306
13/02/2022,33297.23407,42217.87,33724.812,42760,33022.869,41870,33167.72164,42053.66,17732.08113,17732.08113
12/02/2022,33420.16085,42373.73,33976.79376,43079.49,32880.01966,41688.88,33297.23407,42217.87,26556.85681,26556.85681
11/02/2022,34304.85353,43495.44,34639.704,43920,33076.90284,41938.51,33420.16085,42373.73,44975.1687,44975.1687
10/02/2022,34996.75638,44372.71,36139.0227,45821,34051.34169,43174.01,34304.85353,43495.44,62357.29091,62357.29091
09/02/2022,34736.7141,44043,35332.9713,44799,34007.1035,43117.92,34996.76426,44372.72,34428.16729,34428.16729
08/02/2022,34576.60011,43839.99,35879.5404,45492,33650.6742,42666,34736.70621,44042.99,64880.29387,64880.29387
07/02/2022,33425.79217,42380.87,35097.54435,44500.5,32846.0819,41645.85,34576.60011,43839.99,51060.62006,51060.62006
06/02/2022,32638.45662,41382.6,33642.7872,42656,32428.63087,41116.56,33425.79217,42380.87,22405.16704,22405.16704
05/02/2022,32787.59979,41571.7,33057.3273,41913.69,32212.88199,40843.01,32638.44873,41382.59,32532.34372,32532.34372
04/02/2022,29427.95863,37311.98,32945.83667,41772.33,29202.98195,37026.73,32789.61098,41574.25,64703.95874,64703.95874
03/02/2022,29100.16702,36896.37,29487.1269,37387,28590.375,36250,29427.66681,37311.61,32081.10999,32081.10999
02/02/2022,30518.42313,38694.59,30645.6641,38855.92,28856.12747,36586.95,29100.15913,36896.36,35794.6813,35794.6813
01/02/2022,30338.84403,38466.9,30968.46324,39265.2,29970.6,38000,30518.42313,38694.59,34574.44663,34574.44663
31/01/2022,29877.33623,37881.75,30557.3928,38744,28892.13951,36632.61,30338.84403,38466.9,36855.2458,36855.2458
30/01/2022,30102.17882,38166.83,30253.94836,38359.26,29459.23058,37351.63,29877.34411,37881.76,21430.66527,21430.66527
29/01/2022,29747.05876,37716.57,30539.04764,38720.74,29393.61863,37268.44,30102.18671,38166.84,26129.49682,26129.49682
28/01/2022,29308.17876,37160.11,29970.6,38000,28515.45639,36155.01,29747.05087,37716.56,42154.26956,42154.26956
27/01/2022,29029.87019,36807.24,29366.82649,37234.47,28004.37879,35507.01,29308.17087,37160.1,53020.87934,53020.87934
26/01/2022,29149.02698,36958.32,30696.18823,38919.98,28578.25268,36234.63,29031.52646,36809.34,69830.16036,69830.16036
25/01/2022,28914.01805,36660.35,29611.85192,37545.14,28157.3787,35701,29149.02698,36958.32,49232.40183,49232.40183
24/01/2022,28586.07659,36244.55,29615.685,37550,25961.77198,32917.17,28914.01805,36660.35,91904.75321,91904.75321
23/01/2022,27660.82895,35071.42,28786.7613,36499,27289.81659,34601.01,28586.07659,36244.55,44279.52354,44279.52354
22/01/2022,28744.416,36445.31,29051.93801,36835.22,26822.1096,34008,27660.82895,35071.42,90471.33896,90471.33896
21/01/2022,32085.0416,40680.92,32415.57,41100,27951.88292,35440.45,28744.416,36445.31,88860.892,88860.892
20/01/2022,32857.242,41660,34312.3935,43505,31984.3956,40553.31,32085.03372,40680.91,42330.33953,42330.33953
19/01/2022,33403.11704,42352.12,33566.38583,42559.13,32445.98227,41138.56,32857.24989,41660.01,31685.72159,31685.72159
18/01/2022,33284.42558,42201.63,33670.3917,42691,32533.875,41250,33403.11704,42352.12,29324.08257,29324.08257
17/01/2022,33970.61824,43071.66,34053.05317,43176.18,32762.92925,41540.42,33284.41769,42201.62,27562.08613,27562.08613
16/01/2022,33980.57952,43084.29,34288.7325,43475,33584.25777,42581.79,33970.61824,43071.66,20602.35271,20602.35271
15/01/2022,33961.39045,43059.96,34545.06,43800,33563.1285,42555,33980.57952,43084.29,21936.05616,21936.05616
14/01/2022,33565.77065,42558.35,34268.05279,43448.78,32909.25677,41725.95,33961.39045,43059.96,32640.88292,32640.88292
13/01/2022,34626.02006,43902.65,35097.15,44500,33370.85921,42311.22,33567.15876,42560.11,34910.87762,34910.87762
12/01/2022,33700.59102,42729.29,34956.7614,44322,33480.315,42450,34626.02794,43902.66,33943.2928,33943.2928
11/01/2022,32985.39786,41822.49,33992.97,43100,32548.80509,41268.93,33700.59102,42729.29,37296.43729,37296.43729
10/01/2022,33018.62579,41864.62,33321.39195,42248.5,31271.955,39650,32985.39786,41822.49,50729.17019,50729.17019
09/01/2022,32872.81094,41679.74,33745.87029,42786.7,32494.45577,41200.02,33018.62579,41864.62,22724.39426,22724.39426
08/01/2022,32783.48278,41566.48,33362.01,42300,31943.1387,40501,32872.81094,41679.74,32952.73111,32952.73111
07/01/2022,33979.01001,43082.3,34029.11612,43145.83,32029.107,40610,32783.48278,41566.48,54836.50818,54836.50818
06/01/2022,34269.91412,43451.14,34557.6792,43816,33464.99845,42430.58,33979.0179,43082.31,38880.37305,38880.37305
05/01/2022,36147.70629,45832.01,37124.109,47070,33519.75,42500,34269.90623,43451.13,51784.11857,51784.11857
04/01/2022,36632.03907,46446.1,37508.6318,47557.54,35885.85,45500,36147.70629,45832.01,35491.4136,35491.4136
03/01/2022,37294.61017,47286.18,37518.459,47570,36040.4352,45696,36632.03907,46446.1,27662.0771,27662.0771
02/01/2022,37638.86194,47722.66,37849.713,47990,36796.0098,46654,37294.61017,47286.18,18340.4604,18340.4604
01/01/2022,36451.29269,46216.93,37821.81668,47954.63,36444.54142,46208.37,37638.85406,47722.65,19604.46325,19604.46325
31/12/2021,37164.23806,47120.88,38290.01266,48548.26,36026.2386,45678,36451.29269,46216.93,34937.99796,34937.99796
30/12/2021,36646.67734,46464.66,37778.73,47900,36201.33,45900,37164.23017,47120.87,30352.29569,30352.29569
29/12/2021,37497.74774,47543.74,37967.2924,48139.08,36356.69601,46096.99,36646.67734,46464.66,39498.87,39498.87
28/12/2021,39988.22573,50701.44,39990.28424,50704.05,37315.77099,47313.01,37497.74774,47543.74,45853.33924,45853.33924
27/12/2021,40046.62108,50775.48,41081.8056,52088,39789.1263,50449,39988.22573,50701.44,28792.21566,28792.21566
26/12/2021,39750.21973,50399.67,40444.536,51280,38971.2444,49412,40046.62896,50775.49,22569.88914,22569.88914
25/12/2021,40081.72611,50819.99,40346.9186,51156.23,39547.24778,50142.32,39750.21184,50399.66,19135.51613,19135.51613
24/12/2021,40096.57733,50838.82,40862.547,51810,39738.19994,50384.43,40081.734,50820,31684.84269,31684.84269
23/12/2021,38321.48968,48588.17,40519.4625,51375,37794.83525,47920.42,40096.56945,50838.81,35192.54046,35192.54046
22/12/2021,38557.64223,48887.59,39100.69373,49576.13,38190.32887,48421.87,38321.48179,48588.16,27004.2022,27004.2022
21/12/2021,37001.20588,46914.17,38905.75075,49328.96,36777.081,46630,38559.44836,48889.88,37713.92924,37713.92924
20/12/2021,36817.49399,46681.24,37492.88146,47537.57,35932.265,45558.85,37001.19799,46914.16,35848.50609,35848.50609
19/12/2021,36938.34649,46834.47,38094.21789,48300.01,36601.12992,46406.91,36817.4861,46681.23,29305.70665,29305.70665
18/12/2021,36385.75172,46133.83,37378.36222,47392.37,35885.85,45500,36938.35438,46834.48,25020.05271,25020.05271
17/12/2021,37567.65811,47632.38,37854.41365,47995.96,35851.1472,45456,36383.67744,46131.2,43104.4887,43104.4887
16/12/2021,38539.80973,48864.98,38990.51234,49436.43,37471.9257,47511,37567.65811,47632.38,31949.86739,31949.86739
15/12/2021,38123.35247,48336.95,39040.65,49500,36711.6189,46547,38539.80973,48864.98,51629.181,51629.181
14/12/2021,36834.46681,46702.76,38410.01337,48700.41,36508.923,46290,38128.34494,48343.28,39955.98445,39955.98445
13/12/2021,39477.51093,50053.9,39584.82934,50189.97,36022.09793,45672.75,36834.45893,46702.75,50869.52093,50869.52093
12/12/2021,38953.88511,49389.99,40047.8199,50777,38360.7906,48638,39477.51093,50053.9,26017.93421,26017.93421
11/12/2021,37179.7439,47140.54,39029.37948,49485.71,36872.5137,46751,38953.88511,49389.99,28889.19358,28889.19358
10/12/2021,37491.56433,47535.9,39533.5875,50125,36952.1724,46852,37179.7439,47140.54,44233.57391,44233.57391
09/12/2021,39806.62755,50471.19,40064.19331,50797.76,37321.284,47320,37499.20683,47545.59,37692.68665,37692.68665
08/12/2021,39899.50487,50588.95,40381.44,51200,38330.82,48600,39806.62755,50471.19,38425.92466,38425.92466
07/12/2021,39783.53442,50441.91,40962.18347,51936.33,39466.34294,50039.74,39899.50487,50588.95,38253.46877,38253.46877
06/12/2021,38958.87758,49396.32,40137.81846,50891.11,37147.77,47100,39783.5423,50441.92,58571.21575,58571.21575
05/12/2021,38766.5452,49152.46,39197.64074,49699.05,37642.45053,47727.21,38958.88547,49396.33,45580.82012,45580.82012
04/12/2021,42275.14814,53601.05,42478.67217,53859.1,33125.63661,42000.3,38766.55309,49152.47,114203.3737,114203.3737
03/12/2021,44549.13586,56484.26,45429.12,57600,40760.016,51680,42275.14814,53601.05,58927.69027,58927.69027
02/12/2021,45101.07601,57184.07,45252.03319,57375.47,43991.9272,55777.77,44546.04416,56480.34,37574.05976,37574.05976
01/12/2021,44916.90667,56950.56,46575.53489,59053.55,44528.43249,56458.01,45101.07601,57184.07,44956.63656,44956.63656
30/11/2021,45568.12838,57776.25,46672.89201,59176.99,44069.04629,55875.55,44916.90667,56950.56,49161.05194,49161.05194
29/11/2021,45172.70574,57274.89,46427.59054,58865.97,44693.00263,56666.67,45568.12838,57776.25,40125.28009,40125.28009
28/11/2021,43154.87989,54716.47,45306.91094,57445.05,42003.51197,53256.64,45172.69786,57274.88,36163.7137,36163.7137
27/11/2021,42371.89796,53723.72,43599.336,55280,42282.207,53610,43158.47636,54721.03,29716.99957,29716.99957
26/11/2021,46502.04382,58960.37,46651.605,59150,42195.45,53500,42374.11421,53726.53,65927.87066,65927.87066
25/11/2021,45064.96932,57138.29,46847.91243,59398.9,44955.9,57000,46502.03593,58960.36,42153.51522,42153.51522
24/11/2021,45382.79176,57541.26,45535.5945,57735,44038.6419,55837,45064.96932,57138.29,39612.04964,39612.04964
23/11/2021,44359.50872,56243.83,45752.47911,58009.99,43628.5179,55317,45382.79965,57541.27,49917.85017,49917.85017
22/11/2021,46231.77999,58617.7,46883.4828,59444,43859.607,55610,44362.15087,56247.18,51724.32047,51724.32047
21/11/2021,47091.32102,59707.52,47345.47171,60029.76,46128.42086,58486.65,46235.18717,58622.02,31902.22785,31902.22785
20/11/2021,45789.63477,58057.1,47199.7515,59845,45234.3111,57353,47091.31314,59707.51,33811.5901,33811.5901
19/11/2021,44870.42069,56891.62,45996.984,58320,43851.72,55600,45785.80169,58052.24,50715.88726,50715.88726
18/11/2021,47593.99108,60344.86,48091.7712,60976,44541.24886,56474.26,44870.42069,56891.62,62146.99931,62146.99931
17/11/2021,47368.43077,60058.87,47984.6894,60840.23,46038.7851,58373,47593.99897,60344.87,46289.38491,46289.38491
16/11/2021,50166.62795,63606.73,50174.9724,63617.31,46197.36901,58574.07,47368.43077,60058.87,77455.15609,77455.15609
15/11/2021,51674.92206,65519.11,52371.11543,66401.82,50003.58,63400,50166.63584,63606.74,37829.37124,37829.37124
14/11/2021,50776.51389,64380.01,51699.68724,65550.51,50142.60415,63576.27,51674.91417,65519.1,25705.07347,25705.07347
13/11/2021,50573.19491,64122.22,51265.5,65000,49972.20551,63360.22,50776.506,64380,22504.97383,22504.97383
12/11/2021,51087.45098,64774.25,51620.96709,65450.7,49118.6586,62278,50573.2028,64122.23,44490.10816,44490.10816
11/11/2021,51172.76465,64882.42,51738.77521,65600.07,50555.67,64100,51087.45886,64774.26,37237.98058,37237.98058
10/11/2021,52801.62733,66947.67,54420.3,69000,49548.42123,62822.9,51172.77254,64882.43,65171.50405,65171.50405
09/11/2021,53257.61423,67525.82,54045.07598,68524.25,52229.60688,66222.4,52801.61944,66947.66,44661.37807,44661.37807
08/11/2021,49903.87255,63273.58,53465.1843,67789,49903.87255,63273.58,53257.62212,67525.83,54442.09455,54442.09455
07/11/2021,48481.87799,61470.62,49913.94425,63286.35,48365.27659,61322.78,49903.88043,63273.59,25515.6883,25515.6883
06/11/2021,48063.51997,60940.18,48552.75846,61560.49,47361.435,60050,48481.87011,61470.61,25590.57408,25590.57408
05/11/2021,48422.24439,61395.01,49369.24436,62595.72,47890.6527,60721,48061.10654,60937.12,31604.48749,31604.48749
04/11/2021,49606.46166,62896.49,49756.1727,63086.31,47855.95779,60677.01,48422.24439,61395.01,35930.93314,35930.93314
03/11/2021,49862.06356,63220.57,50082.45,63500,47623.88281,60382.76,49606.45378,62896.48,43336.09049,43336.09049
02/11/2021,48040.60034,60911.12,50689.749,64270,47814.68512,60624.68,49861.60611,63219.99,46368.2841,46368.2841
01/11/2021,48347.16015,61299.81,49244.64554,62437.74,46852.7235,59405,48040.59246,60911.11,44687.66672,44687.66672
31/10/2021,48788.34315,61859.19,49219.06011,62405.3,47278.90543,59945.36,48347.15226,61299.8,39267.63794,39267.63794
30/10/2021,49099.49319,62253.7,49182.74048,62359.25,47852.7951,60673,48788.34315,61859.19,31478.12566,31478.12566
29/10/2021,47776.21233,60575.9,49672.326,62980,47459.87265,60174.81,49099.50108,62253.71,43973.90414,43973.90414
28/10/2021,46070.68013,58413.44,49292.9613,62499,45602.634,57820,47776.20444,60575.89,61056.35301,61056.35301
27/10/2021,47581.33245,60328.81,48501.8952,61496,45744.6,58000,46070.68013,58413.44,62124.49016,62124.49016
26/10/2021,49750.23379,63078.78,49919.56768,63293.48,47178.10169,59817.55,47581.33245,60328.81,40217.50083,40217.50083
25/10/2021,47994.14591,60852.22,50248.57388,63710.63,47834.655,60650,49750.23379,63078.78,36853.83806,36853.83806
24/10/2021,48336.85973,61286.75,48505.05,61500,46936.03388,59510.63,47994.14591,60852.22,31226.57676,31226.57676
23/10/2021,47864.807,60688.23,48700.36367,61747.64,46976.66771,59562.15,48336.85973,61286.75,27626.93678,27626.93678
22/10/2021,49051.73741,62193.15,50265.73599,63732.39,47322,60000,47864.79911,60688.22,52119.35886,52119.35886
21/10/2021,52055.30418,66001.4,52558.76294,66639.74,48899.4,62000,49051.73741,62193.15,68538.64537,68538.64537
20/10/2021,50698.10133,64280.59,52842.9,67000,50067.78018,63481.4,52055.31207,66001.41,51428.93486,51428.93486
19/10/2021,48903.81672,62005.6,50860.1082,64486,48364.83491,61322.22,50698.10133,64280.59,53628.10774,53628.10774
18/10/2021,48527.38598,61528.32,49448.16169,62695.78,47199.31772,59844.45,48907.16081,62009.84,51798.44844,51798.44844
17/10/2021,48012.56206,60875.57,48677.29419,61718.39,46504.1181,58963,48527.39387,61528.33,39099.24124,39099.24124
16/10/2021,48641.03765,61672.42,49197.85985,62378.42,47440.305,60150,48012.56206,60875.57,35467.88096,35467.88096
15/10/2021,45230.32028,57347.94,49635.2571,62933,44837.595,56850,48641.03765,61672.42,82512.90802,82512.90802
14/10/2021,45248.37362,57370.83,46164.6143,58532.54,44812.39604,56818.05,45230.32028,57347.94,43053.33678,43053.33678
13/10/2021,44164.76292,55996.91,45568.7199,57777,42721.66275,54167.19,45245.3529,57367,55808.44492,55808.44492
12/10/2021,45327.65375,57471.35,45492.216,57680,42494.3673,53879,44164.77869,55996.93,53471.2855,53471.2855
11/10/2021,43109.56119,54659.01,45617.65085,57839.04,42917.15782,54415.06,45327.65375,57471.35,52933.16575,52933.16575
10/10/2021,43338.84416,54949.72,44609.9052,56561.31,42652.896,54080,43109.5533,54659,89237.83613,89237.83613
09/10/2021,42554.83693,53955.67,43764.1743,55489,42322.95913,53661.67,43338.84416,54949.72,55177.08013,55177.08013
08/10/2021,42420.40301,53785.22,44246.07,56100,42288.20901,53617.61,42551.49284,53951.43,46160.25785,46160.25785
07/10/2021,43626.9405,55315,43640.5929,55332.31,42082.6659,53357,42420.40301,53785.22,54917.37766,54917.37766
06/10/2021,40595.95851,51471.99,43970.025,55750,39736.60677,50382.41,43626.9405,55315,79877.54518,79877.54518
05/10/2021,38823.70229,49224.93,40922.72481,51886.3,38663.96688,49022.4,40595.95851,51471.99,52125.66793,52125.66793
04/10/2021,38015.34789,48200.01,39069.13784,49536.12,36982.9317,46891,38823.71018,49224.94,46796.49372,46796.49372
03/10/2021,37569.63774,47634.89,38826.1867,49228.08,37138.3056,47088,38015.34789,48200.01,30825.05601,30825.05601
02/10/2021,37969.27992,48141.6,38123.06853,48336.59,37408.18297,47430.18,37569.64563,47634.9,30508.98131,30508.98131
01/10/2021,34560.84189,43820.01,38248.0065,48495,34137.32576,43283.03,37969.28781,48141.61,66244.87492,66244.87492
30/09/2021,32750.20752,41524.29,34814.29852,44141.37,32660.20108,41410.17,34564.06767,43824.1,46381.22781,46381.22781
29/09/2021,32356.42539,41025.01,33590.733,42590,32142.58516,40753.88,32750.19964,41524.28,33511.53487,33511.53487
28/09/2021,33241.61495,42147.35,33746.40661,42787.38,32248.3656,40888,32357.6321,41026.54,43372.2624,43372.2624
27/09/2021,34041.00183,43160.9,34978.845,44350,33202.6926,42098,33241.61495,42147.35,39776.84383,39776.84383
26/09/2021,33654.32588,42670.63,34663.365,43950,32139.525,40750,34041.00183,43160.9,49879.99765,49879.99765
25/09/2021,33764.70445,42810.58,33887.94671,42966.84,32846.42104,41646.28,33654.33377,42670.64,33594.57189,33594.57189
24/09/2021,35385.23056,44865.26,35649.24,45200,32080.3725,40675,33764.69656,42810.57,84113.42629,84113.42629
23/09/2021,34345.02202,43546.37,35474.1486,44978,33968.59128,43069.09,35385.23056,44865.26,48699.57655,48699.57655
22/09/2021,32126.97678,40734.09,34703.23379,44000.55,31993.92309,40565.39,34342.84521,43543.61,58349.05542,58349.05542
21/09/2021,33927.22397,43016.64,34418.0793,43639,31232.52,39600,32127.20551,40734.38,84534.08049,84534.08049
20/09/2021,37259.56823,47241.75,37342.77608,47347.25,33519.75,42500,33926.41949,43015.62,78003.52444,78003.52444
19/09/2021,38088.49193,48292.75,38151.65102,48372.83,36934.17427,46829.18,37259.56823,47241.75,29847.24349,29847.24349
18/09/2021,37305.49423,47299.98,38522.63184,48843.2,37096.94617,47035.56,38088.48404,48292.74,30906.47038,30906.47038
17/09/2021,37650.81075,47737.81,37975.905,48150,36831.94297,46699.56,37305.49423,47299.98,34461.92776,34461.92776
16/09/2021,37953.34818,48121.4,38296.9059,48557,37085.54157,47021.1,37650.81863,47737.82,40725.08895,40725.08895
15/09/2021,37150.35694,47103.28,38251.95,48500,36818.34578,46682.32,37953.35607,48121.41,43204.71174,43204.71174
14/09/2021,35444.74586,44940.72,37266.075,47250,35171.63483,44594.44,37156.85582,47111.52,44855.85099,44855.85099
13/09/2021,36300.0989,46025.23,36974.256,46880,34205.919,43370,35444.75375,44940.73,65429.15056,65429.15056
12/09/2021,35628.48142,45173.68,36643.002,46460,35288.06272,44742.06,36300.10679,46025.24,32094.28052,32094.28052
11/09/2021,35367.04314,44842.2,36270.68039,45987.93,35272.41491,44722.22,35628.4893,45173.69,30440.4081,30440.4081
10/09/2021,36591.84692,46395.14,37094.9271,47033,34807.13712,44132.29,35373.91272,44850.91,49048.26618,49048.26618
09/09/2021,36318.3021,46048.31,37384.35634,47399.97,35896.1662,45513.08,36591.84692,46395.14,50651.66002,50651.66002
08/09/2021,36965.24116,46868.57,37337.83881,47340.99,35027.76017,44412.02,36318.3021,46048.31,65069.3152,65069.3152
07/09/2021,41537.83194,52666.2,41738.004,52920,33790.31354,42843.05,36961.42385,46863.73,123048.8027,123048.8027
06/09/2021,40820.65126,51756.88,41627.586,52780,40199.51057,50969.33,41536.01793,52663.9,49249.66708,49249.66708
05/09/2021,39369.9638,49917.54,40933.53,51900,39001.215,49450,40820.65126,51756.88,40544.83587,40544.83587
04/09/2021,39433.4226,49998,39857.4987,50535.69,38938.119,49370,39368.46527,49915.64,34664.65959,34664.65959
